,0
8:15:00 AM,74
8:20:00 AM,75
8:25:00 AM,76
8:30:00 AM,75
8:35:00 AM,75
8:40:00 AM,76
8:45:00 AM,77
8:50:00 AM,79
8:55:00 AM,83
9:00:00 AM,86
9:05:00 AM,89
9:10:00 AM,90
9:15:00 AM,92
9:20:00 AM,92
9:25:00 AM,93
9:30:00 AM,94
9:35:00 AM,93
9:40:00 AM,95
9:45:00 AM,94
9:50:00 AM,95
9:55:00 AM,95
10:00:00 AM,94
10:05:00 AM,93
10:10:00 AM,92
10:15:00 AM,91
10:20:00 AM,92
10:25:00 AM,94
10:30:00 AM,91
10:35:00 AM,90
10:40:00 AM,88
10:45:00 AM,87
10:50:00 AM,87
10:55:00 AM,87
11:00:00 AM,87
11:05:00 AM,88
11:10:00 AM,88
11:15:00 AM,89
