,0
9:10:00 AM,103
9:15:00 AM,103
9:20:00 AM,103
9:25:00 AM,103
9:30:00 AM,103
9:35:00 AM,109
9:40:00 AM,107
9:45:00 AM,103
9:50:00 AM,105
9:55:00 AM,106
10:00:00 AM,108
10:05:00 AM,115
10:10:00 AM,127
10:15:00 AM,139
10:20:00 AM,151
10:25:00 AM,163
10:30:00 AM,173
10:35:00 AM,184
10:40:00 AM,194
10:45:00 AM,200
10:50:00 AM,200
10:55:00 AM,199
11:00:00 AM,201
11:05:00 AM,201
11:10:00 AM,197
11:15:00 AM,193
11:20:00 AM,190
11:25:00 AM,187
11:30:00 AM,182
11:35:00 AM,180
11:40:00 AM,177
11:45:00 AM,175
11:50:00 AM,172
11:55:00 AM,169
12:00:00 PM,164
12:05:00 PM,160
12:10:00 PM,154
