,0
8:15:00 AM,85
8:20:00 AM,87
8:25:00 AM,88
8:30:00 AM,86
8:35:00 AM,83
8:40:00 AM,84
8:45:00 AM,84
8:50:00 AM,84
8:55:00 AM,87
9:00:00 AM,87
9:05:00 AM,86
9:10:00 AM,83
9:15:00 AM,84
9:20:00 AM,90
9:25:00 AM,95
9:30:00 AM,101
9:35:00 AM,105
9:40:00 AM,109
9:45:00 AM,111
9:50:00 AM,114
9:55:00 AM,116
10:00:00 AM,119
10:05:00 AM,114
10:10:00 AM,107
10:15:00 AM,101
10:20:00 AM,97
10:25:00 AM,95
10:30:00 AM,92
10:35:00 AM,92
10:40:00 AM,91
10:45:00 AM,91
10:50:00 AM,93
10:55:00 AM,97
11:00:00 AM,99
11:05:00 AM,102
11:10:00 AM,103
11:15:00 AM,102
