,0
7:25:00 AM,90
7:30:00 AM,93
7:35:00 AM,95
7:40:00 AM,95
7:45:00 AM,95
7:50:00 AM,94
7:55:00 AM,93
8:00:00 AM,92
8:05:00 AM,90
8:10:00 AM,90
8:15:00 AM,93
8:20:00 AM,95
8:25:00 AM,97
8:30:00 AM,98
8:35:00 AM,101
8:40:00 AM,103
8:45:00 AM,105
8:50:00 AM,105
8:55:00 AM,105
9:00:00 AM,103
9:05:00 AM,102
9:10:00 AM,100
9:15:00 AM,100
9:20:00 AM,100
9:25:00 AM,100
9:30:00 AM,100
9:35:00 AM,101
9:40:00 AM,102
9:45:00 AM,103
9:50:00 AM,102
9:55:00 AM,102
10:00:00 AM,101
10:05:00 AM,100
10:10:00 AM,98
10:15:00 AM,97
10:20:00 AM,96
10:25:00 AM,96
