,0
8:45:00 AM,71
8:50:00 AM,70
8:55:00 AM,72
9:00:00 AM,71
9:05:00 AM,71
9:10:00 AM,73
9:15:00 AM,80
9:20:00 AM,80
9:25:00 AM,75
9:30:00 AM,74
9:35:00 AM,77
9:40:00 AM,85
9:45:00 AM,96
9:50:00 AM,97
9:55:00 AM,95
10:00:00 AM,89
10:05:00 AM,83
10:10:00 AM,77
10:15:00 AM,71
10:20:00 AM,64
10:25:00 AM,64
10:30:00 AM,65
10:35:00 AM,66
10:40:00 AM,70
10:45:00 AM,72
10:50:00 AM,74
10:55:00 AM,77
11:00:00 AM,79
11:05:00 AM,80
11:10:00 AM,79
11:15:00 AM,81
11:20:00 AM,81
11:25:00 AM,82
11:30:00 AM,81
11:35:00 AM,81
11:40:00 AM,82
11:45:00 AM,83
