,0
10:05:00 AM,67
10:10:00 AM,63
10:15:00 AM,64
10:20:00 AM,65
10:25:00 AM,66
10:30:00 AM,68
10:35:00 AM,68
10:40:00 AM,67
10:45:00 AM,67
10:50:00 AM,68
10:55:00 AM,69
11:00:00 AM,70
11:05:00 AM,76
11:10:00 AM,82
11:15:00 AM,90
11:20:00 AM,91
11:25:00 AM,91
11:30:00 AM,93
11:35:00 AM,96
11:40:00 AM,98
11:45:00 AM,97
11:50:00 AM,89
11:55:00 AM,80
12:00:00 PM,77
12:05:00 PM,76
12:10:00 PM,78
12:15:00 PM,74
12:20:00 PM,69
12:25:00 PM,67
12:30:00 PM,65
12:35:00 PM,65
12:40:00 PM,70
12:45:00 PM,73
12:50:00 PM,71
12:55:00 PM,70
1:00:00 PM,73
1:05:00 PM,76
