,0
8:30:00 AM,110
8:35:00 AM,111
8:40:00 AM,111
8:45:00 AM,112
8:50:00 AM,115
8:55:00 AM,115
9:00:00 AM,114
9:05:00 AM,114
9:10:00 AM,111
9:15:00 AM,113
9:20:00 AM,102
9:25:00 AM,98
9:30:00 AM,98
9:35:00 AM,98
9:40:00 AM,108
9:45:00 AM,104
9:50:00 AM,116
9:55:00 AM,165
10:00:00 AM,169
10:05:00 AM,173
10:10:00 AM,172
10:15:00 AM,163
10:20:00 AM,156
10:25:00 AM,151
10:30:00 AM,146
10:35:00 AM,141
10:40:00 AM,136
10:45:00 AM,132
10:50:00 AM,123
10:55:00 AM,114
11:00:00 AM,109
11:05:00 AM,107
11:10:00 AM,105
11:15:00 AM,102
11:20:00 AM,100
11:25:00 AM,100
